ExplorationSID;QuerySID;NbGroAdd;NbGroDel;NbSelAdd;NbSelDel;NbAggAdd;NbAggDel;AggLevel;FilterLevel
15;465;1;0;0;0;0;0;1;0
15;466;1;0;0;0;0;0;2;0
15;467;1;0;0;0;0;0;3;0
15;468;0;0;0;0;0;0;3;0
15;469;0;0;0;0;0;0;3;0
15;470;0;0;0;0;0;0;3;0
15;471;0;0;0;0;0;0;3;0
15;472;0;0;0;0;0;0;3;0
15;473;0;0;0;0;0;0;3;0
15;474;0;0;0;0;0;0;3;0
15;475;0;0;0;0;0;0;3;0
15;476;0;0;0;0;0;0;3;0
15;477;0;1;0;0;0;0;2;0
15;478;0;0;0;0;0;0;2;0
15;479;0;0;0;0;0;0;2;0
15;480;1;0;0;0;0;0;5;0
15;481;0;0;0;0;0;0;5;0
15;482;1;0;0;0;0;0;6;0
15;483;0;0;0;0;0;0;6;0
15;484;0;1;0;0;0;0;3;0
15;485;0;0;0;0;0;0;3;0
15;486;0;0;0;0;0;0;3;0
15;487;0;0;0;0;0;0;3;0
15;488;0;0;0;0;0;0;3;0
15;489;0;0;0;0;0;0;3;0
15;490;0;1;0;0;0;0;2;0
15;491;0;0;0;0;0;0;2;0
15;492;0;0;0;0;0;0;2;0
15;493;0;0;0;0;0;0;2;0
15;494;0;0;0;0;0;0;2;0
15;495;0;0;0;0;0;0;2;0
15;496;0;0;0;0;0;0;2;0
15;497;0;0;0;0;0;0;2;0
15;498;0;0;0;0;0;0;2;0
15;499;1;0;0;0;0;0;3;0
15;500;0;0;0;0;0;0;3;0
15;501;0;0;5;0;0;0;3;5
15;502;0;1;0;5;0;0;2;0
15;503;1;0;0;0;0;0;5;0
15;504;0;0;0;0;0;0;5;0
16;505;2;0;0;0;1;0;3;0
16;506;0;0;0;0;1;1;3;0
16;507;0;0;0;0;1;1;3;0
16;508;0;0;0;0;1;1;3;0
16;509;0;0;0;0;1;0;3;0
16;510;0;0;0;0;0;1;3;0
16;511;1;0;0;0;0;0;5;0
16;512;0;0;0;0;0;0;5;0
16;513;0;0;0;0;1;0;5;0
16;514;0;0;0;0;0;1;5;0
16;515;0;0;0;0;1;0;5;0
16;516;0;0;0;0;0;1;5;0
17;517;1;0;0;0;1;0;1;0
17;518;0;0;0;0;1;0;1;0
17;519;1;0;0;0;0;0;4;0
17;520;0;0;0;0;0;0;4;0
17;521;0;0;0;0;0;0;4;0
17;522;0;0;0;0;0;0;4;0
17;523;0;0;0;0;0;0;4;0
17;524;0;0;1;0;0;0;4;1
17;525;0;0;0;0;0;0;4;1
17;526;1;1;0;1;0;0;4;0
17;527;1;2;0;0;1;2;1;0
17;528;0;0;0;0;1;1;1;0
17;529;0;0;0;0;1;0;1;0
17;530;0;0;0;0;0;1;1;0
17;531;0;0;0;0;1;1;1;0
17;532;0;0;0;0;1;1;1;0
17;533;1;0;0;0;1;1;3;0
17;534;0;0;0;0;0;0;3;0
17;535;0;1;0;0;1;1;1;0
17;536;0;0;0;0;1;0;1;0
17;537;0;0;0;0;0;1;1;0
17;538;0;0;0;0;1;0;1;0
17;539;0;0;0;0;1;0;1;0
17;540;0;0;0;0;0;1;1;0
17;541;0;0;0;0;0;1;1;0
17;542;1;0;0;0;0;0;4;0
17;543;0;0;0;0;0;0;4;0
17;544;0;0;1;0;0;0;4;1
17;545;1;0;0;0;0;0;7;1
17;546;0;0;0;0;0;0;7;1
17;547;0;0;1;0;0;0;7;2
18;548;0;0;0;0;1;0;0;0
18;549;0;0;0;0;1;1;0;0
18;550;1;0;0;0;0;0;1;0
18;551;1;1;0;0;1;1;3;0
18;552;0;0;0;0;1;1;3;0
18;553;0;0;0;0;1;1;3;0
18;554;0;0;0;0;1;1;3;0
18;555;2;1;0;0;1;1;2;0
18;556;1;1;0;0;0;0;4;0
18;557;2;2;0;0;0;0;3;0
18;558;1;1;0;0;0;0;3;0
18;559;1;2;0;0;1;1;3;0
18;560;0;0;0;0;1;1;3;0
18;561;0;0;0;0;1;1;3;0
18;562;0;0;0;0;1;1;3;0
18;563;1;0;0;0;1;1;4;0
18;564;0;1;0;0;1;1;1;0
18;565;1;0;0;0;1;1;2;0
18;566;1;1;0;0;0;0;2;0
18;567;0;0;0;0;0;0;2;0
18;568;0;0;1;0;0;0;2;1
18;569;1;0;0;0;0;0;5;1
18;570;0;0;0;0;0;0;5;1
18;571;1;2;0;1;0;0;5;0
18;572;2;1;1;0;0;0;5;1
18;573;1;2;0;1;0;0;3;0
18;574;1;1;0;0;0;0;3;0
18;575;1;1;1;0;0;0;2;1
18;576;1;0;0;0;0;0;5;1
18;577;0;0;1;0;0;0;5;2
18;578;0;0;0;0;0;0;5;2
18;579;0;0;1;0;0;0;5;3
18;580;0;0;1;2;0;0;5;2
18;581;0;0;0;0;0;0;5;2
18;582;0;0;1;1;0;0;5;2
18;583;0;0;1;1;0;0;5;2
18;584;0;0;1;1;0;0;5;2
18;585;0;0;1;1;0;0;5;2
18;586;0;0;0;0;0;0;5;2
18;587;0;0;0;0;0;0;5;2
18;588;0;0;0;0;0;0;5;2
18;589;0;0;0;0;0;0;5;2
18;590;0;0;0;0;0;0;5;2
18;591;0;0;0;1;0;0;5;1
18;592;0;0;0;0;1;1;5;1
18;593;0;1;0;0;0;0;4;1
18;594;0;0;9;0;0;0;4;10
18;595;0;0;0;0;0;0;4;10
18;596;0;0;0;0;0;0;4;10
18;597;0;0;0;8;0;0;4;2
18;598;0;0;0;0;1;0;4;2
18;599;1;1;1;2;1;2;5;1
18;600;0;1;0;1;1;1;2;0
18;601;0;0;0;0;1;0;2;0
18;602;0;0;0;0;1;2;2;0
18;603;1;1;0;0;0;0;1;0
18;604;1;1;0;0;0;0;3;0
18;605;1;1;0;0;0;0;1;0
